period,time,HR,BR,activity,skin,ambulation,drink,drinkactivity,drinking,Positive,Negative,Fear,Hostility,Sadness
4/9/2015,14.8847,100,30,1074.915723,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.8861,87,32,1082.234336,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.8875,86,28,1078.25543,36.00049469,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.8889,104,25,1087.691647,36.00049469,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.8903,74,26,1085.402446,36.00049469,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.8917,74,26,1079.317253,36.00049469,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.8931,74,26,1077.671136,36.00049469,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.8944,74,26,1080.600048,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.8958,108,25,1083.108984,36.00067188,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.8972,109,29,1074.57352,36.00047027,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.8986,96,26,1078.436351,36.00072456,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9,90,29,1085.354697,36.00029963,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9014,72,NaN,1091.613892,36.00073987,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.9028,72,NaN,1079.311754,36.00028605,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.9042,72,NaN,1081.762983,36.0007419,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.9056,72,NaN,1079.136645,35.99995949,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.9069,72,NaN,1065.940744,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9083,72,NaN,1077.398778,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9097,92,NaN,1061.036099,36.00049469,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.9111,91,NaN,1077.398778,36.00049469,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.9125,72,NaN,1062.996807,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9139,92,NaN,1067.109145,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9153,75,NaN,1066.472364,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9167,76,NaN,1070.700403,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9181,74,NaN,1071.063151,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9194,77,NaN,1072.482748,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9208,74,NaN,1072.652399,36.00085496,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9222,72,NaN,1072.919179,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9236,72,NaN,1072.858022,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.925,71,NaN,1073.295316,36.00072632,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9264,70,20,1073.393233,36.0006749,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9278,70,24,1073.438878,36.00070626,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9292,69,25,1073.615139,36.00044065,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9306,71,21,1073.562075,36.00059404,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9319,72,23,1074.6909,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9333,71,22,1075.908937,36.00053013,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9347,70,23,1077.984677,36.00048981,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9361,68,23,1079.375709,36.00054066,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9375,67,23,1077.645587,36.00044859,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9389,67,23,1077.883336,36.0005447,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9403,68,22,1077.618011,36.00044377,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9417,67,22,1077.977321,36.00055335,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9431,67,22,1076.703393,36.00037765,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9444,67,22,1075.891026,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9458,70,21,1075.977769,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9472,69,20,1075.117688,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9486,66,20,1075.59542,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.95,66,20,1076.760903,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9514,66,21,1076.614344,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9528,66,21,1075.763575,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9542,67,20,1074.897369,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9556,67,20,1075.649176,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9569,67,20,1075.974531,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9583,69,19,1074.755028,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9597,70,19,1075.705895,36.00017813,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9611,70,19,1078.617347,36.00070626,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9625,72,20,1074.047806,36.00044065,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9639,68,20,1072.784881,36.00059404,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9653,64,20,1076.465406,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9667,65,18,1075.556591,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9681,66,17,1076.606619,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9694,66,17,1077.192459,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9708,67,16,1077.914006,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9722,74,16,1074.857168,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9736,69,16,1080.941322,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.975,69,16,1084.070961,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9764,74,17,1077.183184,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9778,69,17,1077.042717,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9792,69,16,1074.061816,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9806,68,16,1075.860495,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9819,69,16,1081.752074,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9833,71,17,1086.727983,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9847,72,16,1084.447096,36.00049469,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.9861,69,19,1087.067133,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9875,71,20,1087.799332,36.00049469,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.9889,62,NaN,1078.780348,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9903,68,NaN,1081.453878,36.00049469,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.9917,68,NaN,1085.192676,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9931,71,NaN,1083.128209,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9944,71,NaN,1086.961484,36.00049469,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,14.9958,67,NaN,1092.861954,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9972,75,NaN,1092.880137,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,14.9986,73,NaN,1088.473276,36.00049469,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15,64,NaN,1083.124791,36.00045925,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0014,68,NaN,1081.464851,36.00049957,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0028,67,NaN,1082.444198,36.00044871,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0042,67,NaN,1082.965059,36.00050535,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0056,67,18,1082.648674,36.00044956,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0069,67,15,1088.676406,36.00049964,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0083,69,16,1105.139844,36.00044669,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0097,64,14,1096.367402,36.0005666,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0111,65,15,1084.921175,36.00005562,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0125,65,15,1086.55906,36.00348156,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0139,72,16,1083.425681,36.00173643,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0153,67,16,1086.906483,36.10480713,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0167,73,17,1091.470602,36.09883044,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0181,67,17,1080.37389,36.10151572,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0194,66,17,1081.349325,36.09997156,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0208,65,18,1098.349014,36.10093319,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0222,67,18,1096.870548,36.10032399,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0236,67,18,1087.45515,36.10070268,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.025,66,19,1089.591732,36.10041915,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0264,65,20,1102.508748,36.10053327,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0278,67,20,1097.265517,36.10084318,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0292,64,21,1077.809115,36.09756596,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0306,62,21,1077.676691,36.04616167,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0319,74,21,1105.709495,35.9962395,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0333,70,22,1094.336221,36.00208909,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0347,62,23,1076.435017,35.9996591,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0361,77,23,1088.358936,36.00018208,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0375,68,23,1091.83652,36.00606864,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0389,66,23,1089.525367,36.10911848,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0403,69,23,1089.437945,36.20934707,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0417,68,25,1087.72533,36.19412705,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0431,70,26,1087.029481,36.1482128,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0444,66,26,1087.160742,36.09499807,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0458,67,25,1086.871329,36.10313879,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0472,66,25,1086.428726,36.0989871,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0486,67,25,1088.337729,36.1015406,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.05,68,23,1083.314213,36.09988154,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0514,66,22,1084.384402,36.10102902,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0528,64,22,1086.106367,36.09984048,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0542,63,21,1087.441474,36.10354953,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0556,63,20,1090.834895,36.15456893,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0569,64,20,1089.562228,36.2052016,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0583,65,20,1089.092843,36.19582017,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0597,65,20,1087.813645,36.1472376,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0611,66,20,1084.367941,36.09561947,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0625,68,20,1087.729149,36.10259691,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0639,69,20,1090.753469,36.09932623,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0653,67,20,1086.267843,36.10083904,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0667,66,19,1085.368585,36.10298111,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0681,65,18,1086.899608,36.15505187,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0694,65,18,1083.386741,36.20459693,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0708,66,20,1083.890326,36.19885042,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0722,65,21,1082.99184,36.20142262,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0736,65,21,1080.024807,36.19992696,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.075,66,21,1088.868999,36.20094522,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0764,65,20,1085.814736,36.20028023,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0778,64,20,1089.804155,36.200709,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0792,65,19,1092.679517,36.20040796,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0806,66,19,1090.10924,36.20060167,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0819,65,19,1091.113442,36.20045146,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0833,79,19,1097.062113,36.2005081,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0847,73,19,1101.079836,36.20045231,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0861,71,19,1101.285673,36.20050239,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0875,69,18,1095.46637,36.20044944,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0889,79,18,1092.02781,36.20056935,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0903,73,18,1078.064793,36.20005837,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0917,67,18,1074.161792,36.2034843,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.0931,68,18,1076.773688,36.25473669,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0944,70,18,1078.408327,36.30480987,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0958,66,19,1079.410575,36.29879775,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0972,68,19,1086.499171,36.30152335,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.0986,70,19,1095.800871,36.29992833,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1,68,19,1094.643769,36.3009466,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1014,68,19,1087.436179,36.30028161,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1028,68,19,1088.859118,36.30071038,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1042,79,18,1092.053698,36.30044477,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1056,68,18,1082.291228,36.30059816,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1069,78,18,1085.430765,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1083,68,19,1080.193113,36.30049881,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1097,78,20,1077.877314,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1111,69,20,1074.899466,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1125,71,21,1073.271257,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1139,67,21,1085.962407,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1153,70,21,1089.762784,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1167,68,22,1080.427057,36.30046337,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1181,68,23,1081.251219,36.3005037,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1194,71,23,1083.739905,36.30045284,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1208,79,24,1087.221107,36.30050947,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1222,78,20,1088.603875,36.30045368,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1236,67,20,1086.303664,36.30050376,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.125,71,23,1094.277562,36.30048625,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1264,68,21,1083.490157,36.30056584,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1278,68,21,1079.420695,36.30010572,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1292,68,21,1082.915161,36.30347502,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1306,68,19,1081.023216,36.35478319,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1319,67,23,1079.576971,36.4048063,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1333,67,20,1090.103272,36.39888256,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1347,72,NaN,1086.231409,36.40144793,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1361,69,NaN,1091.485722,36.40041475,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1375,69,NaN,1082.530677,36.39795044,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1389,69,NaN,1089.261309,36.34608886,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1403,69,NaN,1089.687339,36.29639437,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1417,84,NaN,1079.857149,36.30219384,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1431,69,NaN,1080.659373,36.29950171,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1444,79,NaN,1082.930994,36.30150836,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1458,67,NaN,1087.425386,36.29702872,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1472,68,NaN,1085.816441,36.24648165,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1486,66,NaN,1085.18818,36.19592883,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.15,72,NaN,1082.268089,36.2022632,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1514,72,17,1090.695413,36.19932842,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1528,79,14,1086.414166,36.20107286,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1542,85,16,1101.443729,36.20049778,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1556,76,16,1090.317236,36.20071819,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1569,70,16,1078.343232,36.20049045,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1583,69,15,1083.389615,36.29992833,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1597,67,15,1086.569419,36.30002504,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1611,65,15,1082.528226,36.30423487,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1625,68,16,1096.783136,36.29955161,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1639,65,17,1085.447539,36.30002504,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1653,89,17,1088.283296,36.30608379,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1667,87,16,1085.447539,36.30044477,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1681,80,16,1085.447539,36.30044477,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1694,89,16,1089.20498,36.30045081,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1708,63,14,1074.64887,36.30045284,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1722,69,13,1098.348489,36.30045284,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1736,65,13,1077.086381,36.30045368,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.175,67,12,1085.447539,36.30045368,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1764,67,27,1086.953234,36.30046337,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1778,66,27,1095.039481,36.30046337,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1792,66,27,1094.409571,36.30046337,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1806,70,27,1071.470272,36.30048625,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1819,74,27,1071.697006,36.10225282,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1833,73,27,1076.365568,36.10031399,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1847,69,27,1073.538065,36.10137662,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1861,65,27,1076.270656,36.10066166,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1875,66,17,1081.3171,36.10045269,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1889,92,20,1063.043204,36.10055029,Stationary,0,0,0,0,0,0,0,0
4/9/2015,15.1903,71,18,1083.739905,36.10050101,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1917,71,22,1105.347712,36.10041263,MovingFast,0,0,0,0,0,0,0,0
4/9/2015,15.1931,71,24,1083.655493,36.10057286,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1944,70.5,24,1078.876607,36.10001102,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1958,71,26,1086.538851,36.10349359,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1972,NaN,27,1093.040779,36.15469018,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.1986,NaN,27,1101.840083,36.20481345,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2,NaN,27,1083.655493,36.19874838,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2014,NaN,27,1074.175569,36.20159389,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2028,NaN,27,1093.232117,36.19948789,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2042,NaN,27,1068.457535,36.20393209,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2056,NaN,27,1078.825416,36.25451948,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2069,NaN,27,1092.594505,36.30502144,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2083,NaN,27,1080.321856,36.29874371,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2097,NaN,27,1090.259172,36.3016227,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2111,NaN,27,1096.19217,36.29992833,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2125,NaN,27,1099.562803,36.3009466,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2139,130,27,1075.119217,36.30028161,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2153,100,27,1088.488666,36.30071038,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2167,111,28,1098.879411,36.30044477,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2181,117,28,1093.412076,36.30059816,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2194,104,28,1087.643907,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2208,84,29,1076.831125,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2222,82,29,1085.736955,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2236,94,29,1091.117659,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.225,103,30,1088.036922,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2264,92,31,1088.842768,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2278,85,31,1084.374352,36.30049881,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2292,82,31,1084.901945,36.30046337,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2306,69,30,1096.926881,36.3005037,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2319,99,30,1082.484781,36.30045284,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2333,95,31,1078.524977,36.30050947,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2347,93,31,1079.742224,36.30045368,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2361,133,31,1090.462585,36.30050376,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2375,110,31,1095.351445,36.30045081,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2389,122,31,1088.360724,36.30057072,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2403,118,31,1080.615072,36.30005974,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2417,127,30,1083.412307,36.30348568,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2431,125,30,1079.550472,36.35473806,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2444,128,30,1080.011383,36.40481125,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2458,128,30,1082.26321,36.39876369,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2472,129,30,1081.537738,36.40152961,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2486,130,30,1098.989659,36.39988373,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.25,132,29,1090.542997,36.40095863,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2514,81.5,29,1091.202818,36.40023785,MovingFast,0,0,0,0,0,0,0,0
4/9/2015,15.2528,81,29,1082.219366,36.4007167,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2542,125,29,1088.677568,36.40046902,MovingFast,0,0,0,0,0,0,0,0
4/9/2015,15.2556,121,29,1086.156265,36.40066168,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2569,122,29,1069.735234,36.40015307,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2583,79,29,1085.090994,36.40343029,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2597,79,29,1084.384127,36.45483458,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2611,79,29,1089.986375,36.50475675,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2625,77,29,1074.441952,36.49887173,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2639,75,29,1072.874772,36.50134203,MovingSlowly,0,0,0,0,0,0,0,0
4/9/2015,15.2653,104,30,1036.122264,36.5007682,MovingSlowly,0,0,0,0,0,0,0,0
